V002,V024,V025,V106,V190,V201,V212,V221,V228,V312,V360,V384B,V457,V463X,V701,M18,S720,Zone
93,21,2,0,0.25,6,17,11,0,6,1,1,4,0,2,0.5,0,Eastern Zone
52,21,2,2,0.5,3,21,64,0,6,2,1,4,0,2,0.5,0,Eastern Zone
43,21,2,0,0,3,19,12,0,0,2,0,3,0,1,0.5,0,Eastern Zone
43,21,2,2,0.25,3,25,16,0,0,2,1,4,0,1,0.5,0,Eastern Zone
48,21,2,2,0.25,2,22,19,0,8,2,1,4,0,2,0.5,0,Eastern Zone
55,21,2,0,0,7,24,51,0,8,4,0,4,0,1,0.25,0,Eastern Zone
24,21,2,2,0.5,1,23,10,1,8,1,1,3,0,2,0.5,0,Eastern Zone
81,21,1,2,1,2,25,17,1,6,2,1,2,0,2,0.5,0,Eastern Zone
53,21,2,2,0.25,1,29,52,0,0,10,1,1,0,2,0.5,0,Eastern Zone
93,21,2,0,0,5,15,28,0,8,2,0,1,0,0,0.5,0,Eastern Zone
78,21,2,0,0,3,21,21,0,9,7,1,2,0,2,0.5,0,Eastern Zone
40,21,2,2,0.5,2,18,9,0,0,9,1,3,0,2,0.5,0,Eastern Zone
87,21,2,0,0,4,21,8,0,9,2,0,4,0,0,0.25,0,Eastern Zone
92,21,2,2,0.25,2,17,12,1,9,1,1,1,0,2,0.5,0,Eastern Zone
31,21,2,1,0,3,32,170,0,0,2,1,3,0,0,1,0,Eastern Zone
96,21,2,2,0,2,19,27,1,8,1,0,3,0,2,0.5,0,Eastern Zone
85,21,2,1,0,2,23,55,0,0,8,1,1,0,1,1,0,Eastern Zone
55,21,2,2,0.25,2,18,28,1,6,9,0,2,0,0,0.5,0,Eastern Zone
49,21,2,1,0.25,2,21,25,0,6,3,1,3,0,1,0.5,0,Eastern Zone
73,21,2,0,0,3,24,100,0,8,2,1,4,0,0,0.5,0,Eastern Zone
23,21,1,2,0.75,1,28,16,1,0,2,1,2,0,2,0.75,0,Eastern Zone
61,21,2,2,0,3,27,15,0,2,1,1,3,0,0,0.5,0,Eastern Zone
7,21,2,0,0,5,20,13,0,13,4,0,1,0,0,0.5,1,Eastern Zone
18,21,2,1,0,2,17,22,0,0,2,1,3,0,2,0.5,0,Eastern Zone
85,22,2,2,0.5,3,19,11,0,6,2,1,3,0,2,0.5,0,Central Zone
32,22,2,0,0,3,23,2,0,5,2,0,3,0,0,0.5,0,Central Zone
11,22,2,2,0.25,1,20,2,0,9,7,1,3,0,2,0.75,0,Central Zone
13,22,2,2,0,3,17,13,0,0,14,0,3,0,1,0.5,0,Central Zone
59,22,2,0,0,1,22,22,0,0,2,1,3,0,2,0,0,Central Zone
81,22,2,0,0,2,19,37,0,0,2,0,2,0,0,0.5,0,Central Zone
55,22,2,0,0,3,21,39,1,1,10,1,4,0,2,0.5,0,Central Zone
12,22,2,0,0.25,2,21,24,0,6,4,0,2,0,0,0,0,Central Zone
33,22,2,2,0,2,21,16,0,6,3,0,3,0,2,0.5,0,Central Zone
69,22,1,2,0.75,2,21,1,0,0,2,0,2,0,2,0.5,0,Central Zone
13,22,1,3,1,1,20,15,0,5,2,1,2,0,2,0.5,0,Central Zone
51,22,2,0,0,2,22,13,0,6,18,1,3,0,2,0.5,0,Central Zone
55,22,2,0,0.25,1,27,18,0,1,9,1,2,0,0,0.5,0,Central Zone
50,22,2,0,0,1,21,28,0,0,2,0,4,0,0,0,0,Central Zone
1,22,2,2,0.25,2,21,13,0,0,2,0,2,0,2,0.5,0,Central Zone
49,22,2,1,0.5,2,20,61,0,6,7,0,3,0,2,0.5,0,Central Zone
93,22,2,1,0.25,2,22,61,0,5,2,0,4,0,2,0.5,0,Central Zone
83,22,2,2,1,4,20,21,0,13,8,1,2,0,2,0.75,0,Central Zone
64,22,2,2,0.25,2,21,17,0,6,9,0,3,0,2,0.5,0,Central Zone
32,22,2,0,0,3,23,2,0,5,2,0,3,0,0,0.5,0,Central Zone
48,22,2,1,0.5,3,17,27,0,2,2,0,2,0,2,0.5,0,Central Zone
19,22,2,2,0.25,3,21,9,0,2,2,1,2,0,1,0.75,0,Central Zone
29,22,2,0,0,3,25,23,0,5,3,0,1,0,0,0.5,1,Central Zone
85,22,2,2,0,1,25,53,0,0,15,1,3,0,2,0.5,0,Central Zone
19,22,2,2,0.5,1,24,13,0,0,9,1,4,0,2,0.5,0,Central Zone
80,22,2,0,0,3,25,52,0,0,2,0,3,0,0,0.5,0,Central Zone
35,22,2,2,0.5,1,21,996,1,0,2,1,4,0,2,0.75,0,Central Zone
83,22,2,2,0.5,5,18,11,0,6,6,1,3,0,2,0,0,Central Zone
78,22,2,1,0,2,18,20,0,8,18,1,3,0,2,0.5,0,Central Zone
62,22,2,2,0.25,1,20,15,0,0,14,1,2,0,2,0,0,Central Zone
28,22,1,2,0.75,2,24,11,1,1,2,1,4,0,2,0.5,0,Central Zone
31,22,2,2,0,2,21,10,0,13,2,1,9,0,3,0.5,0,Central Zone
21,22,2,2,0.75,2,22,16,0,8,7,1,4,0,2,0.5,0,Central Zone
82,22,2,2,0,1,18,26,0,0,10,0,2,0,1,0.5,0,Central Zone
63,22,2,1,0,5,18,13,0,0,8,1,4,1,0,0.25,1,Central Zone
25,22,2,0,0,3,21,16,0,8,1,0,3,0,0,0.5,1,Central Zone
37,22,2,2,0.75,2,19,11,0,6,1,1,2,0,2,0.5,0,Central Zone
88,22,2,2,0.25,3,22,16,0,13,10,0,2,0,2,0.5,0,Central Zone
14,22,2,2,0,3,21,12,0,1,14,0,4,0,2,0.5,0,Central Zone
31,22,2,3,0.25,2,25,996,0,6,14,1,4,0,3,0.5,0,Central Zone
65,22,2,0,0,3,17,39,0,5,7,1,3,0,1,0.5,0,Central Zone
3,22,2,0,0,1,18,19,0,0,2,0,3,0,0,0,0,Central Zone
16,22,2,2,0.5,2,24,31,0,0,2,1,2,0,2,0,0,Central Zone
98,22,2,2,0.5,2,20,9,0,5,7,1,3,0,2,0.5,0,Central Zone
78,22,2,0,0,6,22,1,0,8,2,0,3,0,0,0.5,0,Central Zone
62,22,2,2,0,2,27,11,0,0,14,1,2,0,2,0.5,0,Central Zone
86,22,2,1,0,2,19,9,0,1,18,1,2,0,1,0.5,1,Central Zone
54,22,1,2,1,3,23,46,1,3,1,1,4,0,2,0.25,0,Central Zone
54,22,1,2,0,1,20,45,0,13,2,1,2,0,2,0.5,0,Central Zone
8,22,2,2,0.25,1,21,35,0,0,3,1,4,0,2,0.5,0,Central Zone
19,23,2,2,0,2,23,27,1,6,2,1,3,0,2,0.5,0,Central Zone
94,23,2,1,0.25,3,19,12,0,6,2,1,2,0,2,0.5,0,Central Zone
51,23,2,0,0,4,19,22,0,6,2,0,4,0,0,0.5,1,Central Zone
88,23,2,2,0.25,3,19,10,0,0,2,0,3,0,2,1,0,Central Zone
27,23,1,2,0.75,4,20,9,0,0,2,1,2,0,1,0.5,0,Central Zone
75,23,2,2,0.75,1,19,14,0,1,7,1,4,0,2,0.25,0,Central Zone
56,23,2,2,0.5,3,20,37,1,6,7,1,3,0,2,0.5,0,Central Zone
33,23,2,2,0,2,19,12,0,6,2,0,2,0,2,0.5,0,Central Zone
27,23,1,2,0.75,2,25,16,1,0,4,1,2,0,3,0.25,0,Central Zone
50,23,2,1,0.25,2,20,16,0,6,2,1,2,0,2,0.75,0,Central Zone
96,23,2,2,1,1,20,19,0,5,2,1,4,0,2,0,0,Central Zone
61,23,2,2,0.25,2,23,26,0,6,7,1,4,0,1,0.5,0,Central Zone
33,23,2,1,0.25,3,27,44,0,6,12,1,2,0,1,0.5,0,Central Zone
44,23,1,2,0.25,3,19,52,0,0,2,1,3,0,2,0.5,0,Central Zone
72,23,2,2,0,1,21,54,0,0,2,1,4,0,8,0.25,0,Central Zone
7,23,2,2,0.75,3,20,12,0,6,7,1,2,0,2,0.5,0,Central Zone
48,23,2,2,0.25,2,17,11,0,13,4,0,2,0,2,0.75,0,Central Zone
32,23,2,2,0.5,1,21,45,1,13,2,1,2,0,2,0.75,0,Central Zone
48,23,2,2,0,3,22,34,0,6,15,0,4,0,2,0.5,0,Central Zone
25,23,2,1,0.75,3,20,19,0,0,11,1,3,0,3,0.5,0,Central Zone
59,23,2,0,0,4,22,40,1,6,4,0,3,0,0,0,0,Central Zone
16,23,2,2,0,1,23,52,1,5,10,0,4,0,2,0.5,0,Central Zone
64,23,2,2,1,2,22,79,0,6,12,1,2,0,2,0.5,0,Central Zone
69,23,2,2,0.75,3,16,48,0,6,9,0,4,0,2,0.5,0,Central Zone
75,23,1,1,0.25,2,21,12,0,0,2,1,2,0,2,0.75,0,Central Zone
47,23,2,0,0,3,21,15,0,6,4,0,4,0,1,0.5,0,Central Zone
6,23,2,2,0,1,20,29,0,1,9,0,2,0,2,0.5,0,Central Zone
83,23,2,0,0,6,19,15,0,6,2,0,3,0,0,0.5,0,Central Zone
96,23,2,2,0.5,2,25,996,0,5,12,1,4,0,2,0.5,0,Central Zone
90,23,2,0,0,3,16,24,0,6,9,0,1,0,0,0,0,Central Zone
48,23,2,3,1,1,24,15,0,0,7,1,4,0,3,0.25,0,Central Zone
31,23,2,0,0.5,2,19,23,0,6,2,0,4,0,2,0.5,0,Central Zone
52,23,2,2,0.25,1,25,27,1,0,9,1,4,0,2,0.25,0,Central Zone
90,23,2,2,0.25,2,20,34,0,0,1,0,2,0,1,0.75,0,Central Zone
11,23,2,2,1,1,25,45,0,5,2,1,2,0,2,0.5,0,Central Zone
99,23,2,2,0,1,18,16,1,0,1,1,3,0,2,0.5,0,Central Zone
64,23,2,2,0.75,2,20,16,0,6,2,1,3,0,2,0.5,0,Central Zone
2,23,2,2,0.25,2,21,25,0,13,9,1,3,0,2,0.5,0,Central Zone
39,23,2,3,0.75,2,26,22,0,6,2,1,4,0,2,0.5,0,Central Zone
96,23,2,1,0,3,24,44,0,9,1,1,2,0,1,0.5,0,Central Zone
78,23,2,2,0.25,2,18,11,0,0,2,0,3,0,2,0.25,0,Central Zone
14,23,2,2,0.75,4,18,26,0,6,7,1,3,0,2,0.5,0,Central Zone
43,23,2,2,0.75,3,26,76,1,8,2,1,4,0,2,0,0,Central Zone
21,23,2,2,0.25,3,21,20,0,1,2,1,2,0,3,0.5,0,Central Zone
54,23,2,1,0.25,2,22,30,0,6,2,0,3,0,2,0.5,0,Central Zone
59,23,2,2,0.5,2,25,34,0,5,4,1,4,0,2,0,0,Central Zone
96,23,2,2,1,2,22,14,0,5,3,0,4,0,2,0.5,0,Central Zone
57,23,2,1,0,2,20,14,0,0,7,0,3,0,1,0.5,0,Central Zone
88,23,2,2,0.25,3,19,10,0,0,2,0,3,0,2,0.5,0,Central Zone
43,23,2,1,0,2,19,27,0,0,3,1,2,0,1,0.5,0,Central Zone
22,24,2,1,0,2,18,27,0,8,2,1,4,0,0,0.75,0,Western Zone
65,24,2,1,0,1,37,30,0,9,2,0,4,0,1,0.5,0,Western Zone
73,24,2,2,0.5,2,21,20,0,6,2,1,2,0,2,0.5,0,Western Zone
9,24,1,2,1,2,25,46,0,5,2,1,4,0,2,0.5,0,Western Zone
87,24,2,0,0.25,4,23,17,0,8,14,0,2,0,2,1,0,Western Zone
82,24,2,2,0,4,19,24,0,8,7,0,4,0,2,0.5,0,Western Zone
30,24,2,2,0.5,1,21,17,0,0,4,0,2,0,2,0.75,0,Western Zone
44,24,2,0,0,2,20,14,0,0,3,0,2,0,0,0.5,0,Western Zone
53,24,2,2,0.25,3,16,16,0,6,1,0,2,0,3,0,0,Western Zone
12,24,1,2,1,3,24,15,0,0,2,0,4,0,2,0.5,0,Western Zone
89,24,2,0,0,3,18,12,1,0,2,0,2,0,0,0.25,0,Western Zone
73,24,1,1,0.5,2,22,25,0,5,10,1,4,0,1,0.5,0,Western Zone
24,24,2,2,1,1,20,43,0,0,1,1,2,0,2,0.5,0,Western Zone
43,24,2,2,0.75,2,24,15,0,6,7,1,3,0,2,0.5,0,Western Zone
54,24,2,2,0.5,1,18,14,0,8,2,0,3,0,2,0.5,0,Western Zone
79,24,2,2,0.25,2,24,130,0,0,1,0,3,0,2,0.75,0,Western Zone
33,24,2,0,0.5,5,23,32,0,6,2,0,3,0,0,0.5,0,Western Zone
48,24,2,1,0.75,2,17,17,0,5,98,1,4,0,2,0.75,0,Western Zone
44,24,2,1,0.5,4,21,56,1,0,2,0,2,0,2,0.5,0,Western Zone
94,24,1,1,0.5,3,19,14,0,0,2,0,3,0,2,0.25,0,Western Zone
84,24,2,1,0.5,2,22,14,0,0,1,1,3,0,2,0.5,0,Western Zone
74,24,2,0,0,1,23,16,0,0,1,0,4,0,0,0.5,0,Western Zone
10,24,1,2,1,1,21,5,0,0,2,0,9,0,2,0.5,0,Western Zone
24,24,2,0,0,3,18,3,0,0,2,1,2,0,0,0.5,0,Western Zone
30,24,1,2,1,2,24,14,0,5,12,1,2,0,1,0.5,0,Western Zone
1,24,1,2,1,2,20,10,0,8,2,0,3,0,2,0.5,0,Western Zone
92,24,2,2,0,2,18,996,0,6,9,0,2,0,2,0.25,0,Western Zone
22,24,2,0,0.5,5,17,12,0,0,7,0,3,0,0,0.5,0,Western Zone
42,24,1,3,1,1,21,29,0,5,2,1,2,0,3,0.5,0,Western Zone
21,24,2,2,0.5,2,27,26,1,5,3,0,2,0,2,0.5,0,Western Zone
49,24,1,2,0.5,2,21,21,0,0,2,0,3,0,3,0.5,0,Western Zone
19,24,2,0,0,4,22,41,0,8,14,0,2,0,0,0.5,0,Western Zone
75,24,2,2,0.5,3,20,11,0,6,8,0,4,0,2,0.5,0,Western Zone
79,24,2,2,0.75,2,23,29,0,6,2,1,2,0,2,0.5,0,Western Zone
41,24,2,0,0,2,25,111,1,6,2,0,2,0,2,0.5,0,Western Zone
12,24,2,2,0.75,2,25,46,0,2,2,1,4,0,2,0.25,0,Western Zone
67,24,1,2,1,1,23,21,1,9,1,1,4,0,2,0,0,Western Zone
73,24,2,1,0.5,2,21,27,1,6,14,1,4,0,8,0.5,0,Western Zone
61,24,2,0,0.5,2,18,22,0,5,3,0,3,0,0,0.25,0,Western Zone
27,24,2,0,0,3,17,13,0,5,2,0,2,0,2,0.5,0,Western Zone
35,24,1,0,0.5,2,19,18,0,1,2,1,4,0,2,0.5,0,Western Zone
49,24,1,2,1,3,21,40,0,0,4,1,4,0,2,0.25,0,Western Zone
21,24,2,3,0.5,1,22,33,0,0,2,0,3,0,2,0.5,0,Western Zone
1,24,2,2,0.5,4,20,28,0,6,7,0,3,0,2,0.5,0,Western Zone
44,24,2,0,0,4,21,21,0,6,2,0,4,0,0,0.5,0,Western Zone
3,24,1,2,0.75,1,17,22,0,8,14,1,2,0,2,0.25,0,Western Zone
78,24,2,2,0.75,3,25,12,0,0,2,1,3,0,2,0.5,0,Western Zone
26,24,2,3,0.75,1,27,16,0,5,2,0,4,0,3,0.75,0,Western Zone
53,24,2,2,0.5,3,22,15,0,0,2,0,4,0,2,0.25,0,Western Zone
43,24,2,2,0.5,1,27,37,0,0,2,0,2,0,2,0.75,0,Western Zone
34,27,1,2,1,2,23,11,0,6,4,1,4,0,2,0.5,0,Western Zone
68,27,2,2,0,2,21,13,0,0,3,1,3,0,2,0.5,0,Western Zone
34,27,2,2,0.25,2,19,19,0,7,2,1,1,0,2,0.25,0,Western Zone
70,27,1,2,1,2,25,12,0,5,2,1,4,0,2,0.5,0,Western Zone
51,27,2,2,0.25,2,20,12,0,6,1,1,4,0,2,0.5,0,Western Zone
83,27,1,2,0.5,3,15,14,0,6,2,1,2,0,2,0.25,0,Western Zone
1,27,1,2,0.5,2,18,23,0,0,1,1,2,0,2,0.5,0,Western Zone
16,27,2,3,0.5,2,24,10,0,0,2,1,2,0,2,0.5,0,Western Zone
21,27,1,2,1,1,20,25,0,0,14,1,4,0,3,0.5,0,Western Zone
1,27,1,2,0.75,3,22,12,0,0,2,0,4,0,2,0.5,0,Western Zone
62,27,2,1,0.25,2,27,9,0,0,14,0,2,0,2,0.5,0,Western Zone
93,27,1,2,1,3,21,33,1,6,2,1,4,0,2,0.5,0,Western Zone
60,27,1,1,0.25,2,20,27,0,0,2,0,4,0,1,0.5,0,Western Zone
38,27,2,2,0.75,3,16,12,0,0,18,0,2,0,2,0.5,0,Western Zone
11,27,2,3,0.75,2,22,13,0,6,2,1,4,0,1,0.25,0,Western Zone
29,27,2,2,0.25,2,22,12,0,6,8,1,3,0,2,0.5,0,Western Zone
57,27,2,2,0.25,5,18,11,0,6,10,1,1,0,2,0.25,0,Western Zone
24,27,2,2,0,4,18,19,0,5,7,1,2,0,2,0.5,0,Western Zone
55,27,2,3,0.75,2,24,30,1,0,7,0,2,0,2,0.5,0,Western Zone
77,27,2,0,0,1,19,13,0,0,3,0,2,0,0,0.5,0,Western Zone
32,27,2,2,0.25,5,18,11,0,0,2,0,1,0,2,0.5,0,Western Zone
34,27,1,2,0.5,2,21,27,0,0,2,1,4,0,3,0,0,Western Zone
26,27,2,2,0.75,2,18,11,1,2,2,1,3,0,3,0.5,0,Western Zone
35,27,1,2,0.75,2,24,11,0,0,2,0,4,0,3,0.5,0,Western Zone
71,27,2,2,0.75,3,21,10,0,6,15,1,2,0,2,0.5,0,Western Zone
99,27,2,2,0.25,3,20,9,0,6,2,1,3,0,2,0.5,0,Western Zone
45,27,2,1,0.25,3,22,66,0,0,2,0,4,0,2,0.5,0,Western Zone
79,27,2,3,1,1,26,41,1,5,1,1,4,0,3,0.75,0,Western Zone
44,27,1,2,0.5,3,23,996,0,5,4,1,4,0,2,0.5,0,Western Zone
45,27,2,1,0.25,3,22,66,0,0,2,0,4,0,2,0,0,Western Zone
78,27,2,0,0,4,18,12,0,6,2,0,2,0,2,0.5,0,Western Zone
54,27,1,2,0.75,2,20,26,0,0,2,1,2,0,3,0.5,0,Western Zone
97,27,1,3,0.75,1,24,14,0,0,12,1,4,0,2,0,0,Western Zone
26,27,2,2,0.75,2,18,11,1,2,2,1,3,0,3,0.5,0,Western Zone
68,27,2,2,0.75,2,22,12,0,6,7,0,4,0,2,0.5,0,Western Zone
8,27,2,2,0.75,2,20,11,0,6,2,1,3,0,2,0.5,0,Western Zone
29,27,2,2,0.5,2,19,11,0,2,16,1,3,0,2,0.5,0,Western Zone
21,27,1,1,0.75,2,22,32,0,5,8,1,4,0,2,0.5,0,Western Zone
24,27,2,3,1,1,20,23,0,9,9,1,4,0,3,0.5,0,Western Zone
90,27,2,2,0.25,3,18,29,0,5,2,1,3,0,2,0.5,0,Western Zone
33,27,1,2,0.75,2,18,16,0,0,2,0,4,0,2,0.5,0,Western Zone
6,27,2,3,0.75,1,21,12,0,2,7,1,2,0,3,0.5,0,Western Zone
64,27,2,2,0,3,19,43,0,0,10,1,2,0,2,0.5,0,Western Zone
74,27,2,2,0.75,1,22,40,0,0,2,0,4,0,2,0.5,0,Western Zone
33,27,2,1,0,4,19,15,0,6,10,0,4,0,1,0.5,0,Western Zone
97,27,1,2,0.75,3,23,10,0,13,3,1,4,0,2,0.5,0,Western Zone
82,27,2,2,0.75,2,22,14,0,5,2,1,3,0,2,0.5,0,Western Zone
1,27,1,2,0.5,3,20,19,0,2,1,0,3,0,2,0.5,0,Western Zone
55,27,2,3,0.75,3,20,18,1,5,2,1,2,0,2,0.5,0,Western Zone
80,27,2,2,0.5,2,24,1,0,8,2,1,2,0,2,0.5,0,Western Zone
3,29,2,2,0.5,3,20,10,0,6,2,1,4,0,2,0.5,0,Southern Zone
39,29,2,0,0.25,2,22,30,1,0,2,0,4,0,0,0.5,0,Southern Zone
42,29,2,2,0.5,2,22,25,0,6,4,1,4,0,2,0.5,0,Southern Zone
64,29,1,2,0.75,2,21,26,0,2,9,1,3,0,2,0.25,0,Southern Zone
19,29,2,0,0,2,29,18,0,13,2,1,4,0,0,0.5,0,Southern Zone
5,29,2,2,0.75,2,22,17,0,6,2,1,4,0,2,0.5,0,Southern Zone
94,29,2,2,0.25,3,18,29,0,6,15,1,4,0,2,0.5,0,Southern Zone
88,29,2,2,0.5,1,19,13,0,0,4,1,3,0,2,0.75,0,Southern Zone
62,29,2,3,0.5,2,22,12,0,0,8,1,2,0,2,0.5,0,Southern Zone
94,29,2,2,0.25,3,18,29,0,6,15,1,4,0,2,0.5,0,Southern Zone
39,29,2,0,0.25,2,22,30,1,0,2,0,4,0,0,0.5,0,Southern Zone
90,29,2,2,0.75,3,20,48,0,6,2,1,2,0,2,0.5,0,Southern Zone
1,29,1,2,0.75,3,19,10,0,6,2,1,3,0,3,0.5,0,Southern Zone
50,29,2,2,0.5,3,25,15,0,6,2,1,2,0,1,0.5,0,Southern Zone
74,29,2,3,0.75,2,25,10,0,13,14,1,3,0,3,0.5,0,Southern Zone
98,29,2,0,0.25,2,19,16,1,6,2,1,2,0,1,0.25,0,Southern Zone
27,29,2,2,0.5,2,24,39,0,3,2,1,3,0,2,0.5,0,Southern Zone
99,29,2,0,0,4,20,37,0,6,14,1,4,0,2,0.5,0,Southern Zone
74,29,2,3,0.75,2,25,10,0,13,14,1,3,0,3,0.25,0,Southern Zone
71,29,2,3,0.5,1,23,11,0,0,7,1,4,0,3,0,0,Southern Zone
53,29,2,2,0.75,2,24,36,0,6,3,1,2,0,2,0.75,0,Southern Zone
62,29,2,3,0.5,2,22,12,0,0,8,1,2,0,2,0.5,0,Southern Zone
6,29,2,2,0.25,4,17,29,0,6,2,1,2,0,0,0.5,0,Southern Zone
57,29,1,2,0.75,3,17,30,0,6,16,1,4,0,2,0.5,0,Southern Zone
21,29,2,2,0.25,5,14,37,0,6,2,0,9,0,0,0.5,0,Southern Zone
99,29,1,2,0.75,2,17,24,0,6,2,1,4,0,2,0.5,0,Southern Zone
79,29,2,2,0.5,3,15,22,0,6,2,0,3,0,2,0.5,0,Southern Zone
89,29,2,2,0.75,2,20,10,0,6,2,1,4,0,2,0.5,0,Southern Zone
42,29,1,2,1,1,30,13,0,5,98,1,4,0,3,0.5,0,Southern Zone
6,29,2,3,1,2,23,53,0,2,3,1,4,0,3,0.75,0,Southern Zone
69,29,2,2,0.75,2,19,22,0,6,9,1,3,0,2,0,0,Southern Zone
67,29,1,1,0.75,2,19,14,0,6,2,1,2,0,2,0,0,Southern Zone
25,29,2,3,1,2,22,47,0,6,2,1,2,0,3,0.5,0,Southern Zone
49,29,1,2,0.75,2,20,34,0,13,16,1,4,0,2,0,0,Southern Zone
56,29,2,1,0.5,2,16,10,0,6,2,1,4,0,1,0.5,0,Southern Zone
45,29,2,2,0.75,1,21,3,0,2,2,1,2,0,2,0,0,Southern Zone
20,29,2,1,0.5,3,19,21,0,6,10,1,4,0,0,0.5,0,Southern Zone
28,29,1,2,0.75,2,24,11,0,5,9,1,2,0,0,0.5,0,Southern Zone
33,29,2,1,0,2,21,33,0,6,7,1,2,0,0,0.5,0,Southern Zone
10,29,1,3,1,1,37,7,0,0,3,1,4,0,3,0,0,Southern Zone
15,29,2,2,0.5,2,26,22,0,6,2,1,4,0,0,0.5,0,Southern Zone
17,29,2,2,0.5,2,16,12,0,6,3,1,4,0,2,0,0,Southern Zone
17,29,2,2,0.5,2,16,12,0,6,3,1,4,0,2,0,0,Southern Zone
49,29,2,2,0.75,1,22,10,0,1,3,1,4,0,2,0.25,0,Southern Zone
29,29,2,3,0.75,2,24,30,1,0,4,1,4,0,3,0.25,0,Southern Zone
83,29,2,2,0.5,3,23,15,1,6,2,1,3,0,2,0.5,0,Southern Zone
73,29,1,3,1,2,33,30,1,6,3,0,9,0,3,0.25,0,Southern Zone
63,29,2,1,0,3,17,42,0,6,4,1,2,0,2,0,0,Southern Zone
61,29,1,2,0.75,1,22,22,0,14,4,0,4,0,2,0.5,0,Southern Zone
39,29,1,2,0.75,3,22,34,0,0,2,1,4,0,3,0.5,0,Southern Zone
31,32,2,2,0.5,2,25,12,0,6,2,1,4,0,2,0.5,0,Southern Zone
90,32,2,3,0.75,2,24,38,0,0,9,1,4,0,2,0.25,0,Southern Zone
77,32,2,2,0.5,2,20,21,1,9,1,0,4,0,2,0.5,0,Southern Zone
49,32,2,2,0.5,1,23,48,0,0,9,0,4,0,2,0.25,0,Southern Zone
92,32,1,3,1,1,23,10,0,0,9,0,4,0,3,0.25,0,Southern Zone
19,32,2,3,1,1,23,26,0,5,2,1,3,0,3,0.5,0,Southern Zone
16,32,2,2,1,3,17,18,0,0,2,0,3,0,2,0.5,0,Southern Zone
78,32,2,3,1,2,24,22,0,6,4,0,4,0,3,0.5,0,Southern Zone
90,32,2,1,0,3,20,21,0,9,2,0,2,0,2,0.5,0,Southern Zone
94,32,2,3,1,1,26,29,0,0,4,0,4,0,3,0.75,0,Southern Zone
68,32,1,2,0.75,2,22,10,0,8,2,1,2,0,2,0.5,0,Southern Zone
81,32,2,2,0.75,2,25,10,0,9,2,1,4,0,2,0.5,0,Southern Zone
90,32,2,1,0,3,20,21,0,9,2,0,2,0,2,0.5,0,Southern Zone
40,32,1,2,0.75,1,24,12,0,0,2,1,4,0,3,0.5,0,Southern Zone
51,32,2,2,0.75,2,20,24,0,9,7,1,3,0,2,0.75,0,Southern Zone
7,32,1,2,0.75,2,23,16,0,8,9,1,4,0,2,0.5,0,Southern Zone
66,32,2,3,0.75,1,24,17,0,0,98,1,4,0,3,0.25,0,Southern Zone
14,32,1,2,0.75,2,22,34,0,6,2,1,4,0,2,0.5,0,Southern Zone
80,32,2,3,0.5,2,21,7,0,6,2,1,4,0,2,0.5,0,Southern Zone
99,32,2,3,0.75,2,20,9,0,2,7,0,3,0,2,0.5,0,Southern Zone
84,32,2,3,1,1,23,27,0,0,4,1,4,0,2,0.5,0,Southern Zone
10,32,1,3,1,2,21,19,0,2,2,1,4,0,2,0.5,0,Southern Zone
24,32,1,3,1,2,23,19,0,6,2,0,4,0,3,0.5,0,Southern Zone
34,32,2,3,1,1,28,21,0,0,98,0,3,0,3,0.5,0,Southern Zone
49,32,2,2,0.25,2,24,15,0,6,4,1,4,0,2,0.5,0,Southern Zone
16,32,2,3,1,1,20,9,0,0,9,1,4,0,2,0.5,0,Southern Zone
96,32,1,3,0.75,1,22,38,0,0,8,1,4,0,3,0.25,0,Southern Zone
90,32,2,1,0,3,20,21,0,9,2,0,2,0,2,0.5,0,Southern Zone
37,32,1,3,1,2,27,9,0,1,3,0,9,0,2,0.25,0,Southern Zone
92,32,1,2,1,4,18,13,0,0,2,0,4,0,3,0.5,0,Southern Zone
35,32,2,2,0.5,2,16,996,0,0,2,0,2,0,2,0.5,0,Southern Zone
33,32,2,2,0.75,1,23,25,1,0,14,0,4,0,2,0.5,0,Southern Zone
14,32,1,3,0.75,2,21,34,0,0,9,0,2,0,2,0.5,0,Southern Zone
75,32,1,3,1,1,22,20,0,0,1,0,4,0,3,0.5,0,Southern Zone
19,32,2,3,1,3,22,28,0,2,9,0,3,0,3,0.5,0,Southern Zone
57,32,2,3,1,1,29,67,0,0,18,0,4,0,3,0.25,0,Southern Zone
51,32,2,3,1,1,29,33,0,9,14,0,4,0,3,0.5,0,Southern Zone
97,32,2,3,1,1,28,20,0,0,2,0,4,0,3,0.5,0,Southern Zone
4,32,2,3,1,2,25,10,0,6,2,0,3,0,3,0.25,0,Southern Zone
34,32,1,3,1,6,22,12,0,6,2,0,2,0,2,0.5,0,Southern Zone
38,32,1,3,1,1,32,35,0,0,1,1,9,0,2,0.5,0,Southern Zone
71,32,2,2,0.5,3,23,10,0,6,9,1,4,0,2,0.5,0,Southern Zone
29,32,2,3,1,1,21,9,0,0,9,0,4,0,2,0.25,0,Southern Zone
37,32,1,3,1,2,27,9,0,1,3,0,9,0,2,0.25,0,Southern Zone
32,32,2,2,0.75,2,25,11,0,0,8,0,4,0,2,0.25,0,Southern Zone
52,32,2,3,0.5,1,29,9,0,0,9,1,4,0,3,0.5,0,Southern Zone
